tweettextcleaned,sentiment
Big Momma NHOD $AAPL,1
bullish,2
Trading is difficult; learn to appreciate that 1st and build from there. Maybe you'll end up putting risk ahead of delusions of grandeur as a result during the learning process.,1
$TLT decent move since,2
Synnex Corp to merge with Tech Data in $7.2 bln deal,2
earnings for the week $GME $BNGO $BLNK $ADBE $GRWG $HUYA $CODX $WGO $TME $SHIP $GIS $MOMO $DOYU $HOME $RH $BOXL $MBII $YJ $GAN $DRI $ADMA $AMWL $INFO $KBH $LQDA $VNRX $NEOG $SNX $BLFS $RAVN $ICLK $CL $RAIL $CMCM $VBLT $OPGN $VIOT $WOR $CURI $IRIX,1
"Cathie Woods Ark Invest Management expects Tesla stock to hit $3,000 by 2025, up from its current price of $655. At that price, the company could be worth almost $3 trillion",2
$SEEL strong with QQQ. Another bounce off VWAP after rising another level- 5.18 should act as strong support being PM highs,2
SOLAR stocks $PLUG $ENPH $FCEL $POLA $CSIQ $FSLR $ISUN $SUNW $WATT $CLNE $IDEX match $SIRC partner $SIRC fav OTC $LAC $VEI,1
Watching $TKAT closely with all the NFT news floating around today Morning run just like yesterday. It likes to spike around mid-day,2
$SEEL 5.25 break here puts us back at HOD $QQQ to stay above 319- looks like everything wanted to test VWAP for entry/ consolidation,1
,1
,1
. CEO on NFTs The great thing about this space is the barrier to entry is pretty low and the ability to get content into the hands of the fans and consumers can go very quickly. Full interview,2
$SEEL watch here for the break of 5.15 right at VWAP for volume spike run,2
Good Morning! Futures mostly flat... $AAPL u/g Buy UBS pt $142 $HES u/g Buy Mizuho $LAC int Buy B Riley $ZM int Sell Daiwa $RIO u/g Buy DZ Bank $HOG u/g Outperform Baird,0
$QQQ daily- Yesterday held at 313 which was a huge deal- 315 should now be strong support- upper trend break at 317 (PM High 316.22) Basically have been sideways between 300 at 325 all of March... seeing a strong trend break will bring back in worried investors- GL today! OGT,2
$LAC B. Riley Securities starts at Buy,2
Watchlist and Positions Shares held $SEEL $TKAT $SOS $TDUP $PLUG Options held $MOGO $SPCE $FLY $SOS $CLNE Watching Solar/ Renewables today for their price movement- likely to buy in on the days low range if bull sentiment remains (A LOT of upside if bulls take control here),2
$SEEL pushing to HOD for break,1
$TAPM NFT,1
$TKAT getting squeezed here,0
$SPCE,1
$SOS added down at 4.5 new average 5.35 with long calls still intact out to 2022- never doubted $SOS but damn..- I will be applying for a VA council position to help with their decision making.. lol,1
$PLUG to the rescue today... if we can close above 34.75 I'll hold the swing longer to PT around 38 Daily is setting a nice chart though. 30.10ish double bounce off support is strong.,2
$QQQ now looking to fill the PM gap at 316. should go fairly easy but would expect a retrace after tapping,2
$LIZI that break of 7.5 up to 8.25,2
$TKAT volume is loading up on this candle,1
$LIZI watch for retest and break of 7.5 for next level up $QQQ is channeling sideways...,1
$TKAT here breakout over HOD,0
$QQQ large strong move thru VWAP bullish,2
$TKAT nice movement,2
$JFIN nice volume,1
$PLUG swing from yesterday,0
$SEEL here with strong push thru VWAP and then looking for the bounce off of it right near 4.50 $QQQ trying to bounce and hold support at 312.50 Added to $TDUP for long position,2
Likely a dip at the bell- $QQQ VWAP at 313.5 area,0
$GNUS Genius Brands International Announces Stan Lee Content Collaboration With Marvel Studios,2
I get the offerings to raise the cash for their ventures i.e. buying more mining units- but they literally undercut themselves by 50%... giving out ownership for next to nothing- they'll want those 5m shares back when its at $20.share..,1
$SOS news- buythedip Shorts are going to have a huge field day and get trapped like they always do on $SOS Will be averaging down from current 5.98 average,2
$SOS 125m offering at $5... who the hell is in charge over there.. just under valued your own stock knowing damn well its worth over 10,2
$SEEL Seelos Therapeutics Price Target Announced at $15.00/Share by B. Riley FBR,1
$YELP Price Target Raised to $48.00/Share From $33.00 by Citigroup,2
$PLUG news,1
$BTC,1
$GME,1
fkedsquared,0
"NFTs &amp; $DLPN partnership | Mike Crawford , CEO of $HOFV Benzinga Exclusive",1
$HOFV nvm found it lol 8am this morning,1
$HOFV wonder what/ when it will be,1
Keep telling myself just sleep in- but yet wake up early naturally every time.. risky moves in PM lately 1 share orders buying the ask to drive the price up on nothing,1
Positions/ Swings $BFT $GNUS $SOS $PLUG $HOFV $TDUP $HMHC $GWAC $RLX Options $SPCE 30 call 4//1 $MOGO 7.5 call 4/16 $FLY 17.50 call 4/16 Watchlist $CAN $SOS $FCEL $VZIO $WKEY $OPEN $SKLZ $HGEN $GSMG $CLDX,1
$BTC near 59k strong bullish daily chart which means $CAN is following right behind. $CAN lagged BTC yesterday and I looked at it probably 5 times yesterday while under 18 knowing it was undervalued- miss,2
$SOS is today the day?! Trend and Flag shows there will be some violent action today. Top- 6.75 Bottom- 5.25,0
$CSCW nice PM,1
$VTSI oh my,1
$BIOC ?,1
I know some were me! lol,1
What would be your take (investment purposes) on $NSWA acquiring them? $HMHC still maintain its value?,0
found it,1
thanks for the info! I'll look some more into them unless you can provide some references? I did buy a qrt lot 15m before close when thought there would be a continuance there red to green. The quick DD and news sounded worthy!,1
All ended strong thru power hour and now into AH $SPCE alerted at 28.90 ran and bounced back to lower bollinger for double bounce run to high of 29.29 29.83 AH $TDUP alerted 22.50 when it was hooking nicely back to VWAP and ran up to 31.60 1m before close AH 30.68 $HOFV,2
Add $PLUG to the swing list small position- to high an ATR and recent news (undervalued)- big support level there at the 30 so entering at the bounce off VWAP AH I feel is safe. Squeeze a couple dollas out at least,2
$WKEY and $UPC was the majority of today's gains which was PM into the open. Others all set up for swings- $SOS (ALWAYS-added more) $TDUP $HOFV $RLX Options- $SPCE 30 call $MOGO 7.5 call $FLY 17.50 call,1
$HOFV added to support 6.75 - swinging thru the news tomorrow,2
Took a small position for a swing trade on $GWAC- daily is nice- no recent news (which leaves me to believe there will be soon) $BTC miner play,1
$EEIQ may try to run here,1
$TDUP new HOD 28.50- up from 22.75 since alerting- hook forming was right at VWAP so that was definitely a strong entry,2
Dang.. missed the entry on $HMHC having to pick up kids from school -_- about to test HOD at 7.58 whiuch is hard resistance- 2 most recent days have hit it Up on news of 349M acquisition,1
$SPCE here and $TDUP hooking $HOFV strong- news on it tomorrow PM,2
$RLX here- break over 10.75 resistance should come with pretty relevant volume to retest HOD at 10.87 making it up to 11. $QQQ just spiked bullish also Daily chart is promising for swing trade up to around 12s- modestly. Crash as I type... after hitting resistance at 10.75 -_-,2
$HOFV running again over VWAP with strong volume,2
$UPC we're scared of 7.5 here.. $QQQ is dipping pretty hard.. tighten up the stops,0
$FLY new HOD 1307 16.99 Low cost/ risk options at $10 each... One would assume they did their own DD before purchasing for a premium of +$4/ share Makes me think 17.05 is still very moderate price if they want to see an ROI on their shares,2
$UPC finally came thru- was little early before like mentioned. at least we got it now though!,1
,1
$HGEN watch here for a volume move to break 24.25 with the hook forming- PT VWAP at 26,0
$UPC here- early- 6.75 can act as your stop/ entry- vol starting to come in a little. VWAP way up near 8.5- 8 would be PT- especially if $QQQ can hold above VWAP at 314,1
"$HOFV ""Launch Announcement Tomorrow Morning at 8AM!"" per tweet",1
$QQQ that consolidation at VWAP and bounce off bollinger- I LIKE IT! should see a bull trend here- test again 315. If breaks we golden long,2
4/16 calls 17.50 for BE 17.60 only $10 get em while they're hot!,2
$EEIQ got it,1
$SOS added down here- not sure why the joint venture news isn't more positive- especially with all other $BTC stocks gaining today.,1
$EEIQ testing VWAP here at 22.75 very volatile and low float so be cautious but if breaks could see a nice spike up to around $24,1
$FLY 4/16 17.50 call strikes $10?? Yes please...! BE 17.60 On news to sell company at 17.05/ share,2
$MOGO on news for $BTC mortgage cash outs payable in BTC. 4/16 $7.5 calls 1.90 BE only 9.45,1
market falling- wait for it to catch bottom support somewhere- have the shopping list ready buythedips Watching $CLNE $SOS and $SPCE,1
$WKEY new-ish news 845am,1
Watchlist and positions- been playing $UPC in PM,1
Agreed. Sideways and lower imo,1
nft,1
$WKEY,1
$RUBY from 29 to 32.5 and running still dontsleeponit,2
$RUBY is a monster... setting up for another $1 move here,2
$APOP early here- just needs more volume $RCON halted,2
$RAIL strong thru VWAP,2
$AEI spike- no new news found,1
$WKEY look for a bounce here off support and VWAP hitting simultaneously,2
$WKEY HOD now $16.50,1
$BBIG having a day,2
$WKEY with volume coming in over a period- additional spike may be shorts covering need over 14.50 for strength,2
$APOP trying to pop again here,2
$AMC at 11,1
$RAIL volume again,1
$SEEL new HOD breakout strongly,0
$AEHL new HOD break,0
$RAIL repeat here,1
"It's replacing O-I Glass (NYSEI), which is making its own move into the SmallCap 600; OI is more representative of the small-cap market space than mid-cap, S&amp Dow Jones Indices says. OI is up 5.6% after hours.",1
$RAIL halted,0
$PRQR on news- analyst raises from 19 to 35 Was at 6 yesterday... high of 8.75 so far today,2
$KOSS Very low BETA .5 ATR 5+,1
$PRQR on news- analyst raises from 19 to 35 Was at 6 yesterday high of 8.75 so far today,1
$RAIL look for a pull back and consolidate sideways here- let the VMA catch back up and next volume spike is entry for next level up,2
$OI on news of reverse merger deal Many BIO plays are doing well so far today,2
$QQQ has bounced off VWAP 3 times already and held with support- trending bullish but is choppy between Boll Bands.,2
$AMC over 10,1
$RIDE another hindenburg short report... higher and higher Shorts get trapped,0
$CRIS strong on news with PT by analyst set for $19,2
$TKAT setting up for next level up- 43 break brings high vol,2
$TKAT running no new news,1
$AMC looks good here Daily is supporting trending wedge,2
$MVIS nice entry,1
sorry... thinking of silver one being in the solar sector for minerals ($SSNT is in the IT sector),1
$SSNT watch closely here too- silver is a big play overall regardless. Especially in the renewable (solar) sector as its highly used in manufacturing solar panels. ONLY 2.12M float... 5.5% shorted,1
$BLNK earnings AH 3/25- notable to watch estimates call for -.12,2
$AEHL watch this thing VERY VERY closely- ONLY 2.84M shares float 17.15% SHORT or 487k shares Squeeze is inevitable unless many covered AH yesterday,2
"$HPR from yesterday which was halted for hours- HighPoint Resources Comments on Trading Activity the request of the New York Stock Exchange reports that it is not aware of any material, undisclosed corporate developments to account for the trading activity in HighPoint's stock",0
$SOS and $QQQ the power of BETA... identical dailys $SOS PM is below the trend. $QQQ has down to around 306 before trend line From 3/19 called correction still to come- buythedips multiple great companies are VERY cheap right now- get your lists ready!,2
$SINO up on news- set to purchase 60% of blockchain company Super Node LLC,2
$IMMP PM mover- most recent news 3/23 to present at virtual conference 3/24 Gap to fill at 5.22 65M Float,2
$HWCC up on news PM- getting acquired by OmniCable for 91M. Shareholders will receive 5.30 per share cash per the definitive agreement. Stock is at 5.26 PM up from 3.80,2
$DPW moving PM on news- Received order of 10.5M worth of EV chargers 26M float,2
"Text is in the photo- and this is strictly just my opinion I am not an advisor, but all depends a lot on the overall market $NYSE. With a BETA of 1.46 it moves highly similar to the overall market. Best of luck OGT",1
"$WKEY Some DD if you haven't already. - site selling NFT artwork. Visit the site here- - Prices range from 5 $ETH to $60,000 USDC - Accepts payments in ETH, WETH, $BTC, 1MT, 2XDN - Contract Address 0x495... Blockchain Token ID 4627...",1
$GIGM whoop,1
Fidelity just filed for a Bitcoin ETF,1
$CIDM moving some AH,1
"$RH AH rallies (+$47) after reporting strong core demand, improved margins Mar. 24, 2021 417 PM ETRH (RH)By Clark Schultz, SA News Editor1 Comment",2
So you're saying don't long or call anything until after next week? Lol puts will be put,1
$WKEY new HOD AH 22.60 after 22.20 was double top in power hour NFT4LIFE,2
And just like that the US government got everyone's stimulus checks back,2
$FREQ shorts getting squeezed $QQQ said bye bye... trying to hold 312,0
$QQQ HARD FAIL at 314.87 resistance...,0
$QQQ double bottom bounce off 313.80 forming looks to hold IMO VWAP sitting to close near 315 so should see a rebound here back to those levels and everything else come back up with it,0
$WKEY damn market manipulators...! literally just took everyone's money out the game- hitting everyone's stops. What hashtag should we be for $WKEY if $GME already took apes ? unknown will own/ ruin market makers!! hold strong out there! 6m share float is gobbled up easy,0
In off VWAP bounce,1
$HPR halted x2 $REI hard test at 2.75 $HPR back at it- jumping another $1 off halt,0
get with $WKEY to break into the NFT non-fungible token sector while I buy as many shares under $18 as possible. Congrats on the funding round Cheers! OGT,1
$REI new HOD on volume,1
$HPR flying... halted VERY similar play potentially is $REI shorts getting squeezed,2
$WKEY shorts will likely look to take it to VWAP 16.25 and recycle (reverse) Will be adding back in at 16.25 once bounce confirms 17.75 is feeling like a trap of shorts covering early IMO,2
"NEW YORK HAS REACHED AN AGREEMENT TO LEGALIZE RECREATIONAL MARIJUANA AND TAX SALES 13%, $TLRY $ACB $CGC WEED STOCKS SPIKING Marijuanastocks cannabislegal WEEDSTOCKS NewYork",1
see previous post,1
$WKEY just crossed 5x the share float and still very strong $FNKO went to $25 $DLPN went to $33 These are the road maps- luckily for $WKEY this is actually real tangible news $WKEY market cap currently ONLY 120M what is that like 2 pieces of NFT Art??,2
$WKEY TARGET ACQUIRED out 75% holding the rest for the unknown! STILL VERY STRONG likely to go through until tomorrow. We held nicely the last 4 days on all the runs (obviously the volatility) but normally a pump falls out below previous closes- $WKEY hasn't OGT NFT,2
$IMTE popping up .5 from HOD,1
$WKEY high 4 days ago $16 (should reach that level fairly easy) 52-week high 18.49 this is the target,2
$DSS looking for HOD break over resistance of 4.36,1
$QQQ 314 trying hard to hold here- needs to... 313 would be next which is also a gap to fill,0
$WKEY,1
$WKEY NFT news,1
Market is looking for support here (bounce),1
$LABD,1
$RUBY is a beast,1
Still a nice daily chart lol and with their clubs celebrity status NFT announcement in no time...,1
$MANU swing trade nonetheless- daily showing reversal even- NFT sector is fuego $17 was bottom and support- company itself expecting 3b in revenue for 2021- just raised 320m cash on a 12.8B eval ONLY 33M share float,2
$FNKO here comes a safe entry with the new break of HOD,1
Perfect bounce at support of 56k it needed to consolidate- added to all BTC subs OGT,1
$FNKO still climbing... just feels like entry is a gamble to chase fomo,2
Entered- AVG 73.73 on break of 73.75 with volume,2
$APTO nice retest and break of VWAP Continue it shall- slow moving so your stops should be easy to set (trail stop even) setitandforgetit,1
$DLPN perking up here from bottom NFT's are starting to cook from marination Everyone is patiently waiting.. I can feel it lol,1
$FNKO HOD test has a nice set up here- just washy and trappy...,1
Out at 6.25 $APTO - easy trade,1
$VIAC that might have been the bounce- support line at 72.25 next support isnt until 67.25 plenty of reward to the upside to wait for confirmation of entry,1
$PHUN new HOD break,1
$AEI Strong open,2
"I have many other swings, those are my top for tomorrow. + StockTwits only allows to tag 5 tickers. Relax",1
Long hold for me,2
3/31 $CASI $VRPX $CHFS $CREX $MDRR,1
$CASI 4.6m shares traded so far in afterhours! Going to be a 50m share monster volume day tomorrow and we're headed to $3+,2
$CASI $2.25+ and we fly! BURN them shorts!,0
"$CASI Long 300k! This is going to $3. EASY. CEO putting $6m of skin in the game, what does he know!?!",2
$OXBR Oxbridge Re Holdings Limited Reports Improved 2020 Results,2
$CEMI ++ Chembio is launching its Status COVID-19/Flu 15-minute visual read rapid test in the USA! EUA approved! Just posted on their website this morning but no press release yet. $70m mkt cap!,1
,1
$GNUS Genius Brands International Announces Stan Lee Content Collaboration With Marvel Studios,2
$GRIL Loading on the news,1
$GRIL Muscle Maker Grill Acquires Superfit Foods - Florida Based Meal Prep Business,1
Youre welcome .. Tomorrow should be the big Marvel announcement. $GNUS over $3 coming next,1
Beautiful!,1
$VRPX looks like is has a good future for sure! Like the call bro,1
No,1
$SURF,1
$GNUS,1
"$VRPX 40K add for a swing. IPO was done at $10/sh. Closed on FEB 19th, 2021. Low risk big reward",2
"$VRPX Under the terms of the agreement, Charles River Laboratories will perform seven preclinical animal studies including method, dosage, and toxicity as part of the required U.S. Food and Drug Administration (""FDA"") enabling trials for (""IND"") for Probudur",1
$VRPX 64% Insider Owned - Partners with $CRL a $14b mkt cap company,2
$AEI they will buy our shares soon abv $20,2
$AEI Added more here,2
$AEI,1
Beautiful pup!!,1
lol ok,1
FALSE,1
Throwback,1
$AEI OH WOW! Under development. Something good coming Security Token,2
Geesh that was a widespread amount of kill candles on many names w/e,1
$AEI Our nano float swing moving premarket. Bitcoin + Tesla Angle. $50-100 target,2
$AEI Back to $20 soon. +++,0
$BBIG NFT DOTS CONNECTED Jaeson Ma who is part of Lomitof deal part of an established digital token.,1
"$LIVX Confirming NFT , huge for $BBIG since they are buying Lomotif",2
LiveXLive Media Launches Non-Fungible Tokens (NFT) Content Division Based On Its Global IP And Deep Roster Of Talent And Mega Events This is good for $BBIG next week!!! Dont forget BBIG is buying Lomotif $LIVX had news with $BBIG yesterday,2
Almost always you should bid and catch dips. Grabbing more $AEZS $1.3 with,2
$AEZS Identical setup to $ZOM letting this churn Remember $ZOM call? $1 &gt; $2.91,1
$AEZS Chart is extremely primed here. $1.37 &gt; $1.58 &gt; $1.74 .....,1
$AEZS ORAL Covid Vaccine play is what makes this sexy!! Long 300k!,2
"$AEZS Aeterna Zentaris GmbH have their way, there could possibly be significant enhancement in the fight against the global Corona pandemic in the future a vaccination that is not administered by syringe, but in the form of a capsule that can simply",2
$KIQ,1
"$BBIG Nice dips, Ill be adding more size today for next week.",2
"$CLEU Halted up, didnt get a full fill. Should have took a bunch under $5. Moving strong today with EDU names",2
Bought $kiq chart looks like $rail thanks to,1
$HCDI Very good s in report +++,2
Bullish slingshot pattern in $BBIG PT $8,2
"$BBIG we got the NFT angle today. Next catalyst is the merger filing, this is a bigger catalyst than the NFT angle. Swinging still",2
"Some things I have Zero tolerance for..people whom are randomly rude to others, to old people and most of all Zero tolerance for racism, we are all human, the same inside...sadly its an old pattern of our kind, but makes no sense to me, and if I see Ill eat u up like applejacks",1
$AEI Another low float getting NFT chatter closed strong today 700k Float Speculative Onwatch,2
Starts talking trains at 140 mark. He talks about scarcity value But the entire video is related to why $KIQ is part of this theme,1
$BBIG When shorts come in to cover,0
$BBIG $MKGI $WINT $INOV $OXBR MARCH MADNESS RUNUPS,1
"""A BOSS IS A ROLE I GROWN INTO"" DAYS P/L  + $7,745.34 Tiny base hits today as the price action scared me. Still came out ok! BIGGEST W - $APOP BIGGEST L - $APTO 2 for ideas in discord!",2
"$KIQ running again...dont bid whack you idiots, let her break the $1 resistance and run!! see what $RAIL did starting in December to today. btw, I got in this play beacause of DD...all the credit due to him",0
$KIQ Weekly says everything.... minimum $2. But Im targeting $4-5,2
Looking forward to adding to my $KIQ dd thread. Since $RAIL went from .73 &gt; $5.43 this is definitely the next PURE play off RAIL. PAYTIENNNNNCE,1
$BBIG nft News,1
$BBIG LFG right back up from lows,2
$SINO Press Release Sino-Global to Acquire Majority of Blockchain Infrastructure Developer in $5 Million Stock Transaction,2
"$SINO NFT's are now being listed for sale. $SINO, in conjunction with their NFT partner Cybermiles, has just listed its first work of art. This first piece is an original painting from TOM WESSELMANN (1931-2004).",2
$CIDM They came in clutch with a tweet from the company AH,1
$CIDM Rippin again,0
,1
Thanks bro! &amp; Agree holding that 4.8 level nicely,1
"Damn this was a fire call lol. Left work red, pulled in the driveway up 50%.",2
$AEHL GOBLIN GANG FTW cc,1
$AEHL tomorrows runner. Could turn into a $TKAT // $DLPN with share structure,1
$AEHL NFT Nice find took some for AH,1
"$AEHL I want this to replicate $TKAT $DLPN NFT 2.18M float 12.7M market cap Through its wholly-owned subsidiary, Antelope Holdings (Chengdu), Co., Ltd., the Company provides fintech solutions which includes the development of blockchain software. .",2
Much more than that.,1
$AEHL Wait for it,1
Beautiful $GIGM,2
Set the trend to $BRQS,1
$BRQS First TARGET $2.08,2
250K added $BRQS now I see itll get Matlocked,1
$BRQS Heavy 1M stick volume into close. Watch off $WKEY They can easy capitalize on the recent NFT mania as they are already positioned to make that transition,1
You just passed a grade in middle school?,1
$AEHL Still active. Way overdue for a good PR.,2
LETS GET THIS GOBLIN TRUCK,1
$AEHL 3.5 add- NFT 2.18M float,2
stumbled across this $AEHL is a funding partner for DEFI and DEFI is going NFT,1
"$LGHL nice early vol here, a lot of rumors of them going into NFT route, so will be taking speculative position for a swing! like the R/R here with 3.99 SL! on dips slowly no rush!",1
$GNUS Over 3,1
$BBIG Strong on the open!,2
$SOS SOS Takes Initial Steps to Establish a Digital Asset Exchange,2
"$LIXT Lixte Biotechnology Says To Present Novel Product Candidate For Targeted Cancer Therapy 1055 a.m. - Lixte Biotech (LIXT) CEO, John Kovach will be speaking today 3/24/2021",1
$DLPN $35s,1
$BBIG Wants to test and break over $4 again!,2
$CIDM Over $2,2
$HOFV $8s,1
Its reversing woohoo,1
I JUST WANNA PAPER TRADE with that 15m delay,1
WAAAAAAAAAAAAAAAAAAAAAAH,1
Ripster makes the day,1
Congrats sweetheart,1
I love when people reply trying to hate. Then I ignore them to make it even more comical. The true followers know whats good,1
$BBIG What a REVERSAL,0
$HOFV GOBLINZZZZZZ,1
$DLPN 450%+++++ WASSSSSSSSSUP!!! PAYYYYYD,2
$HOFV 7.90s!?!? Wassssssssssssssup,1
$BBIG 1.5B views monthly!! WOWWWW,1
"$BBIG owns a subsidiary called Honey Badger Media with an impressive catalog of celebrity influencers, including a 300 million plus follower network.",1
"$BBIG Connect the dots... -One of the $BBIG/ZASH merger principals, TikTok innovator Jaeson Ma, recently retweeted this NFT Playbook for Influencers",1
$CIDM WHAT UP,1
$HOFV 7,1
BBIG,1
"It's actually insane the amount of info someone can learn when they're new to trading from you and the others. Trends are indeed huge. When one goes, they pretty much all go. Had a pleasant green day because I jumped onto the NFT train!",1
$DLPN 26,1
ONE WORD.... TREND PERIOD B!,1
Haters will hate NFT when theyre not in on the fun,0
$CIDM $2+ break coming,2
$CIDM Feels like 1.81 ---&gt; 2.33 ---&gt; Blue skies!,2
$HOFV $DLPN NHOD!!!,1
$CIDM Long 200k! Same space as $DLPN! They both own content and $CIDM loves to PR. Expecting $CIDM to enter the NFT space soon!,2
Still early auntie,1
$DLPN 19.74,1
$HOFV AYO we back over 100%,2
Reminder,1
"""They goin tell the story shit was different with me"" DAYS P/L - + $30,428.38 My biggest day ever! really happy with today &amp; called a near 100% runner on $BNTC &amp; helped people bank! HUGE shout out to",2
Leggo baby,1
$BBIG Time to head back to $5,0
$HOFV + $DLPN OH SNAP LFG BZ EXCLUSIVE Hall Of Fame Resort &amp; Entertainment Reports Partnership With Dolphin Entertainment To Begin Offering Non-Fungible Tokens,1
$HOFV AH RIP,0
Not at all. I got banged around all day. Well done being green bro,0
Been in alerted full dd earlier,0
"$BBIG Is a 10/10 confidence swing. This doubles or more. Huge volume into close. After seeing what $DLPN swing did, I know this can be the next doubler ++. Full DD posted",2
$ARPO Soaking dips,0
"$JAKK Next logical NFT play here with all their licenses of Disney, Nintendo, Sega, Apex Legends memorabilia/toys. If a PR comes like $DLPN this is an easy triple with it being such a low float",1
Wow $AEI can go huge then,2
$ARPO 2 break. Lets run like $EYES did,0
$ARPO $2 &gt; 2.15 &gt; 2.31 ..... clear skies,2
"$ARPO 2 break starts the rally. This can pull off the $EYES type move we want easily. I added 275,000 shares",2
$ARPO Also doing a strategic review since Jan 5th! When/if they announce a reverse merger later this year IT WILL FLY!!!,2
$ARPO Patent for treating intraocular pressure! Same space as $EYES which went $1 to $20 only 3 weeks ago! $ARPO $80m mkt cap,2
$DLPN NEW HIGHS,2
"$BBIG NFT kicker on top of the upcoming mergers? Company has said nothing, however they are in a sweet spot with a large amount of digital content. One of the merger principals, TikTok innovator Jaeson Ma has been known to tweet about NFT, so stay tuned.",1
$BBIG 3. Third deal is a binding letter of intent with Ficto Video Sharing Social Platform. Ficto is a streaming service offering audience participation in its shows and is currently available to download on iOS and Android.,1
"$BBIG 2. The second deal is a majority controlling interest in Lomotif, a Singapore-based top video-sharing social networking platform and budding rival to TikTok and Kuaishou. Kuaishou recently listed in Hong Kong for $190 billion.",0
"$BBIG 1. The First deal is a merger with ZASH, led by former Moviepass Chairman Ted Farnsworth, and TikTok innovator Jaeson Ma. They plan to create a Virtual Hollywood, and describe it as the future of media.",1
$BBIG Merger anticipation name with a lot of near term catalysts. The company has 3 potentially disruptive deals likely to close in the near future.,1
"$BBIG NEW SWING, get ready for DD",1
Who held $DLPN !?! Over 100% ripper sold a few chunks premarket,2
$DLPN NAILED IT,0
$HOTH We gone baby,2
$HOTH LFGGG!!!,2
"JUST IN Microsoft is in talks to acquire Discord, a video-game chat community, for more than $10 billion, according to people familiar with the matter",2
"LIKE A SPRAINED ANKLE BOY I AINT NOTHIN TO PLAY WITH!!!! DAYS P/L - + $23,006.98 Good but frustrating day. Could have been way More but this cold FD ME 2 the boys for sick ideas today in discord!",2
Today steady for a Monday,1
$BRQS GONE,0
10000% $SSNT time to get paid,2
$RCON about time RCON made the move it deserves,2
$SSNT Going back to $10-12 soon. Beautiful setup,1
Ticking $kuke,1
$KUKE - $TKAT 2.0,1
"$KUKE -has collected 95% of the worlds classical music -42,000 artists -nearly 2,000 kinds of musical works -a total of more than 1.8 million pieces",1
$KUKE is the only service in China that focuses on classical music authorization and subscription and intelligent music education. -Kuke has the largest library of classical music content in China. -Second largest online classical music subscription service provider in China,1
"$KUKE Recent Chinese IPO KUKE is poised to benefit from the NFT explosion. Kuke Music is the leading provider of classical music licensing, subscription, and education services in China.",1
Eyes on $KUKE off $TKAT,1
"$BRQS joining the boys here, explosive chart. Some great runs in the past out of this name. Should snap and attack $2 here this afternoon.",2
$BRQS 1.76 &gt; 2 &gt; 2.40+++,2
$BRQS no walls. 8 just crossed the 21. Last run $3.40,2
$BRQS Buying back into this explosive daily setup with chat alert 1.7 under accumulating. Should be a very nice grinder,2
$HOFV BOOOOM,2
$ENTX Want over $6,1
$ENTX Long 75k on this $12 PT initiation!,2
$ENTX $12 Price target from Aegis JUST OUT!,0
$HOFV,1
Walgreens Boots Alliance Recovery Takes Off $WBA WBA walgreensstock earnings pricetarget,2
3 Semiconductor Stocks Set to Outperform $MU MU micronstock texasinstrumentstock skyworkssolutionsstock,2
Lululemon Comes Out Of The Pandemic Shining $LULU LULU luluemonstock earnings pricetarget,2
Chewy Is Gobbling Up The Market And Spitting Out Profits $CHWY CHWY chewystock earnings pricetarget,0
3 Online Education Stocks Looking Smart $CHGG CHGG onlineeducationstocks chegg.gpstrategies houghtonmifflinharcourt,1
MP Materials Stock an Opportunistic Rare Earths Pullback Play $MP MP mpmaterialsstock earnings pricetarget,0
"Rangebound for Months, Wendy's Stock Looks for a Fast Break $WEN WEN wendyshamburgerstock earnings pricetarget",1
Is LifeMD a Healthy Stock Selection? $LFMD LFMD lifemdstock earnings stock,1
4 Upgrades Dividend Growth Investors Need To Own $K K domnospizzastock proctorandgamblestock. texasinstrumentstock,1
The Top 3 Stocks to Buy in April $UPS UPS unitedparcelservciestock medtronicstock coinbasestock,1
Cardinal Health Stock a Buy Healthy Gains on the Way $CAH CAH cardinalhealthstock earnings pricetarget,2
Houghton Mifflin Harcourt Stock Up 24% Yesterday - Here's Why $HMHC HMHC houghtonmifflinharcourtstock earnings pricetarget,2
Canoo Stock Sinks After No-Revenue Quarter $GOEV GOEV canoostock revenue earnings,1
3 Reasons We Think Akamai Is A Buy $AKAM AKAM akamaistock earnings pricetarget,1
Business As Usual For Facebook Stock $FB FB facebookstock earnings pricetarget,1
Is It Profit-Taking Time on Avis Budget Group Stock? $CAR CAR avisbudgetstock earnings forecast,0
3 Telecom Infrastructure Stocks Signaling Big Gains $UI UI teleconstocks earnings pricetargets,2
McCormick Stock Is Seasoned Just Right For Value Investors $MKC MKC mccormickstock earnings ratings,1
4 Hot Penny Stocks For Your Watchlist $DS DS pennystocks laborsmart,2
3 Old-School Tech Stocks to Buy Now $DELL DELL dellstock ciscostock ibmstoc,1
4 Upgrades In Big Tech Moving The Markets Now $AMZN AMZN amzaonstock micromstock caravanastock,1
Snap Stock Providing Pullback Opportunistic $SNAP SNAP snapstock earnings pricetarget,1
Cronus Group Stock is Cash Rich Cannabis Play $CRON CRON cronusstock earnings pricetarget,1
Advanced Micro Devices Stock Gets A New Bull $AMD AMD amdstock advancedmicrosystems earnings,2
"Chill, the Netflix Pullback is a Buy Opportunity $NFLX NFLX netflixstock earnings prcietarget",1
